text,intent,response,language,channel,source
how long does pending transfer usually take in battambang in singapore,transaction_status,"Check activity history for pending, completed, or failed status. Cross-border and interbank transfers may take longer during settlement windows. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
is there any cross border fee for this transfer in battambang in singapore,fee_inquiry,"Fees depend on transfer type, channel, and corridor. Review the fee preview before confirming payment. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
can i withdraw using cardless qr method in battambang in singapore,cash_withdrawal,"Withdraw cash at supported ATMs and confirm daily limit before trying again. Keep receipts if cash is not dispensed but account is debited. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
what top up limits apply for my account in battambang in singapore,wallet_topup,"Top up your wallet with linked card or bank transfer and confirm source limits first. Pending top-ups usually settle after network confirmation. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
how can i check my balance via upi in bangkok in malaysia,balance_inquiry,"Your latest balance appears under Accounts in the app. Some credits can post after settlement windows, so check again shortly.",en,mobile,asia_research_qa1008
how do i transfer money with duitnow for medical payment in bangkok in malaysia,fund_transfer,"Use your transfer menu to send funds to bank or wallet accounts. Keep OTP and PIN private, and review recipient details carefully.",en,mobile,asia_research_qa1008
i see an unauthorized paynow transaction in bangkok what should i do in malaysia,fraud_report,"Freeze risky payment methods first, then submit a fraud report in-app. Monitoring alerts should stay enabled until the case is resolved.",en,mobile,asia_research_qa1008
what loan options are available for small business in bangkok in malaysia,loan_info,Compare available loan products in the Loans section and review total repayment cost. Updated profile and income details help speed up review.,en,mobile,asia_research_qa1008
what documents are required for kyc verification in bangkok in malaysia,kyc_verification,"KYC status can be tracked from the verification page in your app. If documents are blurry or expired, submit a corrected upload.",en,mobile,asia_research_qa1008
how do i open a new digital bank account in bangkok in malaysia,account_opening,You can open an account online and activate it after verification is approved. Review every field carefully to avoid delays.,en,mobile,asia_research_qa1008
how can i pay utility bill with paynow in bangkok in malaysia,bill_payment,Pay utility or service bills from the Payments section and verify charges before final confirmation. Keep the receipt for reconciliation.,en,mobile,asia_research_qa1008
my card was declined at night market in bangkok what should i do in malaysia,card_issue,"Card declines can happen due to limits, region controls, or risk checks. Review card settings and contact support with the failure reference.",en,mobile,asia_research_qa1008
where can i track my transfer status on mobile banking in bangkok in malaysia,transaction_status,"Open the transaction detail page and track updates using reference ID. If status is unchanged for too long, contact support for investigation.",en,mobile,asia_research_qa1008
what fees apply for promptpay transfer in bangkok in malaysia,fee_inquiry,"Service charges can vary for ATM, cross-border, and wallet operations. Check pricing details in-app to avoid unexpected costs.",en,mobile,asia_research_qa1008
what is my daily atm withdrawal limit in bangkok in malaysia,cash_withdrawal,"ATM withdrawals may fail due to network, limits, or security checks. Use the transaction reference when reporting a failed dispense.",en,mobile,asia_research_qa1008
how do i top up wallet using paynow in bangkok in malaysia,wallet_topup,Open wallet funding and choose supported payment rails to add money securely. Turn on alerts so you can confirm completion immediately.,en,mobile,asia_research_qa1008
why is my available balance different after a mobile banking payment in chiang mai in philippines,balance_inquiry,"Open your account dashboard to view available and current balance. If a recent transfer is missing, refresh once and check transaction history. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
can i send funds from wallet to bank using fps in chiang mai in philippines,fund_transfer,"Start a transfer by selecting recipient and amount, then confirm with your security step. Verify account name and rail details before submitting. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
how can i report scam payment from utility office on upi in chiang mai in philippines,fraud_report,"Lock card or wallet access immediately and report the transaction as unauthorized. Include reference ID and timestamp so support can investigate faster. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
how to check loan eligibility before applying in chiang mai in philippines,loan_info,"Loan options are listed with tenure, rates, and monthly repayment estimates. Check eligibility requirements before you apply. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
why was my kyc rejected after id upload in chiang mai in philippines,kyc_verification,"Complete verification by uploading clear and valid identity documents. Matching personal details across all fields helps avoid rejection. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
can foreign workers open an account online in chiang mai in philippines,account_opening,"Begin digital onboarding by entering personal details and completing KYC checks. Prepare ID and active phone number before submission. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
can i schedule recurring bill payment for utility office in chiang mai in philippines,bill_payment,"Choose your biller, enter the reference number, and confirm payment securely. Set reminders or auto-pay for recurring due dates. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
how do i freeze and replace a lost debit card in chiang mai in philippines,card_issue,"Use card controls to freeze, replace, or troubleshoot your card immediately. If lost or stolen, block the card before requesting reissue. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
recipient has not received money yet from wing in chiang mai in philippines,transaction_status,"Check activity history for pending, completed, or failed status. Cross-border and interbank transfers may take longer during settlement windows. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
why was extra charge added to my payment in chiang mai in philippines,fee_inquiry,"Fees depend on transfer type, channel, and corridor. Review the fee preview before confirming payment. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
cash not dispensed but amount deducted what now in chiang mai in philippines,cash_withdrawal,"Withdraw cash at supported ATMs and confirm daily limit before trying again. Keep receipts if cash is not dispensed but account is debited. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
why is wallet top up still pending in chiang mai in philippines,wallet_topup,"Top up your wallet with linked card or bank transfer and confirm source limits first. Pending top-ups usually settle after network confirmation. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
can i see real time balance for my account using wing in singapore in vietnam,balance_inquiry,"Your latest balance appears under Accounts in the app. Some credits can post after settlement windows, so check again shortly.",en,mobile,asia_research_qa1008
why did my transfer fail on khqr in singapore in vietnam,fund_transfer,"Use your transfer menu to send funds to bank or wallet accounts. Keep OTP and PIN private, and review recipient details carefully.",en,mobile,asia_research_qa1008
someone used my account without permission on mobile banking in singapore in vietnam,fraud_report,"Freeze risky payment methods first, then submit a fraud report in-app. Monitoring alerts should stay enabled until the case is resolved.",en,mobile,asia_research_qa1008
what is the repayment estimate for a personal loan in singapore in vietnam,loan_info,Compare available loan products in the Loans section and review total repayment cost. Updated profile and income details help speed up review.,en,mobile,asia_research_qa1008
how long does kyc review usually take in singapore in vietnam,kyc_verification,"KYC status can be tracked from the verification page in your app. If documents are blurry or expired, submit a corrected upload.",en,mobile,asia_research_qa1008
which details are needed to create savings account in singapore in vietnam,account_opening,You can open an account online and activate it after verification is approved. Review every field carefully to avoid delays.,en,mobile,asia_research_qa1008
why did my bill payment show pending in singapore in vietnam,bill_payment,Pay utility or service bills from the Payments section and verify charges before final confirmation. Keep the receipt for reconciliation.,en,mobile,asia_research_qa1008
why is contactless payment not working on my card in singapore in vietnam,card_issue,"Card declines can happen due to limits, region controls, or risk checks. Review card settings and contact support with the failure reference.",en,mobile,asia_research_qa1008
how long does pending transfer usually take in singapore in vietnam,transaction_status,"Open the transaction detail page and track updates using reference ID. If status is unchanged for too long, contact support for investigation.",en,mobile,asia_research_qa1008
is there any cross border fee for this transfer in singapore in vietnam,fee_inquiry,"Service charges can vary for ATM, cross-border, and wallet operations. Check pricing details in-app to avoid unexpected costs.",en,mobile,asia_research_qa1008
can i withdraw using cardless qr method in singapore in vietnam,cash_withdrawal,"ATM withdrawals may fail due to network, limits, or security checks. Use the transaction reference when reporting a failed dispense.",en,mobile,asia_research_qa1008
what top up limits apply for my account in singapore in vietnam,wallet_topup,Open wallet funding and choose supported payment rails to add money securely. Turn on alerts so you can confirm completion immediately.,en,mobile,asia_research_qa1008
how can i check my balance via truemoney in kuala lumpur in indonesia,balance_inquiry,"Open your account dashboard to view available and current balance. If a recent transfer is missing, refresh once and check transaction history. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.",en,mobile,asia_research_qa1008
how do i transfer money with aba for rent in kuala lumpur in indonesia,fund_transfer,"Start a transfer by selecting recipient and amount, then confirm with your security step. Verify account name and rail details before submitting. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.",en,mobile,asia_research_qa1008
i see an unauthorized wing transaction in kuala lumpur what should i do in indonesia,fraud_report,Lock card or wallet access immediately and report the transaction as unauthorized. Include reference ID and timestamp so support can investigate faster. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.,en,mobile,asia_research_qa1008
what loan options are available for small business in kuala lumpur in indonesia,loan_info,"Loan options are listed with tenure, rates, and monthly repayment estimates. Check eligibility requirements before you apply. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.",en,mobile,asia_research_qa1008
what documents are required for kyc verification in kuala lumpur in indonesia,kyc_verification,Complete verification by uploading clear and valid identity documents. Matching personal details across all fields helps avoid rejection. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.,en,mobile,asia_research_qa1008
how do i open a new digital bank account in kuala lumpur in indonesia,account_opening,Begin digital onboarding by entering personal details and completing KYC checks. Prepare ID and active phone number before submission. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.,en,mobile,asia_research_qa1008
how can i pay utility bill with wing in kuala lumpur in indonesia,bill_payment,"Choose your biller, enter the reference number, and confirm payment securely. Set reminders or auto-pay for recurring due dates. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.",en,mobile,asia_research_qa1008
my card was declined at school in kuala lumpur what should i do in indonesia,card_issue,"Use card controls to freeze, replace, or troubleshoot your card immediately. If lost or stolen, block the card before requesting reissue. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.",en,mobile,asia_research_qa1008
where can i track my transfer status on duitnow in kuala lumpur in indonesia,transaction_status,"Check activity history for pending, completed, or failed status. Cross-border and interbank transfers may take longer during settlement windows. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.",en,mobile,asia_research_qa1008
what fees apply for bakong transfer in kuala lumpur in indonesia,fee_inquiry,"Fees depend on transfer type, channel, and corridor. Review the fee preview before confirming payment. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.",en,mobile,asia_research_qa1008
what is my daily atm withdrawal limit in kuala lumpur in indonesia,cash_withdrawal,Withdraw cash at supported ATMs and confirm daily limit before trying again. Keep receipts if cash is not dispensed but account is debited. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.,en,mobile,asia_research_qa1008
how do i top up wallet using wing in kuala lumpur in indonesia,wallet_topup,Top up your wallet with linked card or bank transfer and confirm source limits first. Pending top-ups usually settle after network confirmation. This is common across ASEAN payment rails and processing times can differ by bank cut-off windows.,en,mobile,asia_research_qa1008
why is my available balance different after a duitnow payment in penang in laos,balance_inquiry,"Your latest balance appears under Accounts in the app. Some credits can post after settlement windows, so check again shortly.",en,mobile,asia_research_qa1008
can i send funds from wallet to bank using promptpay in penang in laos,fund_transfer,"Use your transfer menu to send funds to bank or wallet accounts. Keep OTP and PIN private, and review recipient details carefully.",en,mobile,asia_research_qa1008
how can i report scam payment from hotel on truemoney in penang in laos,fraud_report,"Freeze risky payment methods first, then submit a fraud report in-app. Monitoring alerts should stay enabled until the case is resolved.",en,mobile,asia_research_qa1008
how to check loan eligibility before applying in penang in laos,loan_info,Compare available loan products in the Loans section and review total repayment cost. Updated profile and income details help speed up review.,en,mobile,asia_research_qa1008
why was my kyc rejected after id upload in penang in laos,kyc_verification,"KYC status can be tracked from the verification page in your app. If documents are blurry or expired, submit a corrected upload.",en,mobile,asia_research_qa1008
can foreign workers open an account online in penang in laos,account_opening,You can open an account online and activate it after verification is approved. Review every field carefully to avoid delays.,en,mobile,asia_research_qa1008
can i schedule recurring bill payment for hotel in penang in laos,bill_payment,Pay utility or service bills from the Payments section and verify charges before final confirmation. Keep the receipt for reconciliation.,en,mobile,asia_research_qa1008
how do i freeze and replace a lost debit card in penang in laos,card_issue,"Card declines can happen due to limits, region controls, or risk checks. Review card settings and contact support with the failure reference.",en,mobile,asia_research_qa1008
recipient has not received money yet from fps in penang in laos,transaction_status,"Open the transaction detail page and track updates using reference ID. If status is unchanged for too long, contact support for investigation.",en,mobile,asia_research_qa1008
why was extra charge added to my payment in penang in laos,fee_inquiry,"Service charges can vary for ATM, cross-border, and wallet operations. Check pricing details in-app to avoid unexpected costs.",en,mobile,asia_research_qa1008
cash not dispensed but amount deducted what now in penang in laos,cash_withdrawal,"ATM withdrawals may fail due to network, limits, or security checks. Use the transaction reference when reporting a failed dispense.",en,mobile,asia_research_qa1008
why is wallet top up still pending in penang in laos,wallet_topup,Open wallet funding and choose supported payment rails to add money securely. Turn on alerts so you can confirm completion immediately.,en,mobile,asia_research_qa1008
can i see real time balance for my account using fps in manila in myanmar,balance_inquiry,"Open your account dashboard to view available and current balance. If a recent transfer is missing, refresh once and check transaction history. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
why did my transfer fail on gcash in manila in myanmar,fund_transfer,"Start a transfer by selecting recipient and amount, then confirm with your security step. Verify account name and rail details before submitting. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
someone used my account without permission on duitnow in manila in myanmar,fraud_report,"Lock card or wallet access immediately and report the transaction as unauthorized. Include reference ID and timestamp so support can investigate faster. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
what is the repayment estimate for a personal loan in manila in myanmar,loan_info,"Loan options are listed with tenure, rates, and monthly repayment estimates. Check eligibility requirements before you apply. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
how long does kyc review usually take in manila in myanmar,kyc_verification,"Complete verification by uploading clear and valid identity documents. Matching personal details across all fields helps avoid rejection. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
which details are needed to create savings account in manila in myanmar,account_opening,"Begin digital onboarding by entering personal details and completing KYC checks. Prepare ID and active phone number before submission. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
why did my bill payment show pending in manila in myanmar,bill_payment,"Choose your biller, enter the reference number, and confirm payment securely. Set reminders or auto-pay for recurring due dates. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
why is contactless payment not working on my card in manila in myanmar,card_issue,"Use card controls to freeze, replace, or troubleshoot your card immediately. If lost or stolen, block the card before requesting reissue. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
how long does pending transfer usually take in manila in myanmar,transaction_status,"Check activity history for pending, completed, or failed status. Cross-border and interbank transfers may take longer during settlement windows. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
is there any cross border fee for this transfer in manila in myanmar,fee_inquiry,"Fees depend on transfer type, channel, and corridor. Review the fee preview before confirming payment. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
can i withdraw using cardless qr method in manila in myanmar,cash_withdrawal,"Withdraw cash at supported ATMs and confirm daily limit before trying again. Keep receipts if cash is not dispensed but account is debited. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
what top up limits apply for my account in manila in myanmar,wallet_topup,"Top up your wallet with linked card or bank transfer and confirm source limits first. Pending top-ups usually settle after network confirmation. If this uses rails like KHQR, PromptPay, PayNow, DuitNow, GCash, or UPI, keep the transaction reference for support.",en,mobile,asia_research_qa1008
how can i check my balance via khqr in cebu in india,balance_inquiry,"Your latest balance appears under Accounts in the app. Some credits can post after settlement windows, so check again shortly.",en,mobile,asia_research_qa1008
how do i transfer money with qris for travel expenses in cebu in india,fund_transfer,"Use your transfer menu to send funds to bank or wallet accounts. Keep OTP and PIN private, and review recipient details carefully.",en,mobile,asia_research_qa1008
i see an unauthorized fps transaction in cebu what should i do in india,fraud_report,"Freeze risky payment methods first, then submit a fraud report in-app. Monitoring alerts should stay enabled until the case is resolved.",en,mobile,asia_research_qa1008
what loan options are available for small business in cebu in india,loan_info,Compare available loan products in the Loans section and review total repayment cost. Updated profile and income details help speed up review.,en,mobile,asia_research_qa1008
what documents are required for kyc verification in cebu in india,kyc_verification,"KYC status can be tracked from the verification page in your app. If documents are blurry or expired, submit a corrected upload.",en,mobile,asia_research_qa1008
how do i open a new digital bank account in cebu in india,account_opening,You can open an account online and activate it after verification is approved. Review every field carefully to avoid delays.,en,mobile,asia_research_qa1008
how can i pay utility bill with fps in cebu in india,bill_payment,Pay utility or service bills from the Payments section and verify charges before final confirmation. Keep the receipt for reconciliation.,en,mobile,asia_research_qa1008
my card was declined at online store in cebu what should i do in india,card_issue,"Card declines can happen due to limits, region controls, or risk checks. Review card settings and contact support with the failure reference.",en,mobile,asia_research_qa1008
where can i track my transfer status on aba in cebu in india,transaction_status,"Open the transaction detail page and track updates using reference ID. If status is unchanged for too long, contact support for investigation.",en,mobile,asia_research_qa1008
what fees apply for upi transfer in cebu in india,fee_inquiry,"Service charges can vary for ATM, cross-border, and wallet operations. Check pricing details in-app to avoid unexpected costs.",en,mobile,asia_research_qa1008
what is my daily atm withdrawal limit in cebu in india,cash_withdrawal,"ATM withdrawals may fail due to network, limits, or security checks. Use the transaction reference when reporting a failed dispense.",en,mobile,asia_research_qa1008
how do i top up wallet using fps in cebu in india,wallet_topup,Open wallet funding and choose supported payment rails to add money securely. Turn on alerts so you can confirm completion immediately.,en,mobile,asia_research_qa1008
why is my available balance different after a aba payment in hanoi in brunei,balance_inquiry,"Open your account dashboard to view available and current balance. If a recent transfer is missing, refresh once and check transaction history. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
can i send funds from wallet to bank using bakong in hanoi in brunei,fund_transfer,"Start a transfer by selecting recipient and amount, then confirm with your security step. Verify account name and rail details before submitting. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
how can i report scam payment from grocery on khqr in hanoi in brunei,fraud_report,"Lock card or wallet access immediately and report the transaction as unauthorized. Include reference ID and timestamp so support can investigate faster. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
how to check loan eligibility before applying in hanoi in brunei,loan_info,"Loan options are listed with tenure, rates, and monthly repayment estimates. Check eligibility requirements before you apply. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
why was my kyc rejected after id upload in hanoi in brunei,kyc_verification,"Complete verification by uploading clear and valid identity documents. Matching personal details across all fields helps avoid rejection. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
can foreign workers open an account online in hanoi in brunei,account_opening,"Begin digital onboarding by entering personal details and completing KYC checks. Prepare ID and active phone number before submission. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
can i schedule recurring bill payment for grocery in hanoi in brunei,bill_payment,"Choose your biller, enter the reference number, and confirm payment securely. Set reminders or auto-pay for recurring due dates. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
how do i freeze and replace a lost debit card in hanoi in brunei,card_issue,"Use card controls to freeze, replace, or troubleshoot your card immediately. If lost or stolen, block the card before requesting reissue. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
recipient has not received money yet from promptpay in hanoi in brunei,transaction_status,"Check activity history for pending, completed, or failed status. Cross-border and interbank transfers may take longer during settlement windows. For cross-border or QR flows, verify limits, exchange rates, and receiving partner support before retrying.",en,mobile,asia_research_qa1008
