text,intent,response,language,channel,source
how can i transfer money to a beneficiary,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
i paid with my card and was charged extra,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
where is the tracking number for the card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my card don t work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my transfer has not arrived,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i have not received the completed transaction,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i tried to transfer cryptocurrency into my account but was denied,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
what is the time for a transfer,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
money was taken out without my consent,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i ve got charges on my account i did not authorize can i get this money back from the last couple of days that it s been coming out i also need to freeze my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i m still waiting for my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
there is a strange card payment i don t recognise,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
hi yesterdays i was unable to do online shopping as it was getting declined today i am facing the same issue please help me in this respect,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
today i noticed a charge for an atm withdrawal on my account can you please fix this it s supposed to be no charge,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
should i keep waiting for my card to be delivered,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why didn t my friend s transaction arrive yet,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i did not get my card yet is it lost,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
please help there was an extra fee when i got cash,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why was a fee added to my bill when i used my card,bill_payment,"Bill payments are available in Payments and Bills, including recurring setup.",en,mobile,banking77_local
i recently bought an item using my card and i was charged an extra fee why is this,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i am still waiting for my card after 1 week is this ok,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i was trying to purchase some crypto and the app won t allow me to do it what s the deal with this i really wanted to complete the exchange,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
i need to figure out who has access to my card there are some payments i didn t make that are showing on the app could you please help,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
why isn t the recipient seeing the transaction i just sent the money,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
my cash transaction isn t showing on my account,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
kyc rejected what to do,kyc_verification,KYC verification requires identity details and document confirmation.,en,mobile,regional_aug
i saw a fee on my app from one of my payments and i wasn t sure where it came from is there a way you can tell me when there s an additional fee for my payments,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
my statement contains an unknown payment,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
please tell me why i was charged additionally when i used the card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
there is a payment in the app that i did not approve,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
why can t i transfer money to a beneficiary,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
i didn t make this payment,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
how do i track the card you sent to me,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
do i get charged for withdrawals,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i tried to make a transfer but it was declined can you tell me why,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
hello i have noticed a problem on my recent withdrawal at the banks atm machine i made a transaction and upon receiving my funds from the machine a fee was assessed to my withdrawal are these types of transactions free of charge,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
hello a few days ago i transferred my rent check to my landlord however he is saying that it has not gone though on my end everything looks fine and i double checked the account number is there anything else that could be holding up the check,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
there s a cash withdrawal i didn t make,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i haven t received my card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why will my transfer not go through keep getting an error message,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
the app says that i got cash in an atm and i didn t,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
my card hasn t arrived yet what do i do,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
there are a couple of payments with my card shown in the app that in reality i didn t make maybe someone has access to my card can you check whats the issue,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
i made a purchase but never expected to see a fee charged for the transaction,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i m not familiar with a card payment,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
how do i see what fees i am supposed to be charged on my account i ve noticed fees on some transactions but not on others this is very confusing and i cannot find a pattern to what i am being charged,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i don t have my card in 1 week should i be worried,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i need help with understanding why my card is not working,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
where is my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why did i get a fee for getting cash,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
is there a fee for paying by card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i need to transfer some money to a friend who is in urgent need of some fast cash how long will it take before she can use that money,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i completed i transfer the day before yesterday in this country the transfer still is not complete i ve checked on the account number multiple times to make sure that it is the right one can you check to see what s going on with this,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
why would you cancel my transfer,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
why is a transfer to a beneficiary not possible,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i need support for why my kyc rejected right now,kyc_verification,KYC verification requires identity details and document confirmation.,en,mobile,synthetic_seed
i know i didn t make this payment showing up on my card i don t remember this person at all,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
some cash is showing up in my app that i did not get,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
my actual card isn t functioning,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why can t i use this beneficiary,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
for what reason can i not transfer money to a beneficiary,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
my card isn t working at all i need assistance it s really frustrating,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
status of the card i ordered,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i need to find out why my transfer didn t get there,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
there was just a withdrawal but it wasn t me i ve never even visited the town where the withdrawal happened,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
why are there fees for using a card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
my cash transaction isn t showing on my receipt,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i made a transfer the day before yesterday within this country it is still not showing up at all i have double checked and the account number is certainly right i ve actually type this multiple times can you look into what is going on here,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
please tell my why i was charged a fee for using my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
this is frustrating i m at work and my transfers are not going through i keep getting an error message i do not have time for this,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
i see money go out that i didn t withdraw,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
why was i charged a fee for using my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
my card doesn t work when i use it,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my actual card isn t working,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my bank app said that i got cash from an atm but that s a mistake,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
transfer unable to be completed states declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i made a cash withdrawl and there is a charge what is this,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why do some of my payments have fees i don t understand,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why is there a charge on my account for taking out cash,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
can someone explain why i m getting a message on my screen saying my transfer isn t possible i ve done several in the past and haven t had a single problem until now what s going on,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
why am i being charged for atm fees,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why do you charge for payments why aren t your charges clearly laid out in the agreement,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why was i charged a fee for my withdrawal,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i sent some money and the account hasn t recived the transfer i made,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i can t seem to be able to use my card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i tried to transfer but it was declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
if i see a payment in the app that i don t recognize what should i do,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
the recipient can not locate funds,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i didn t withdraw cash but i see that transaction on my app,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i ve been waiting longer than expected for my card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i just made an order and noticed an extra fee why have you charged me this without informing me,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
how do i find out how or where this transaction on my account came from,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
tell me why my transfer was declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
my recipient hasn t received the money,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
what s the reason my new card hasn t come,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i just checked my account on the app and there is a payment on there that i did not make,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
i wasn t allowed to transfer to my account,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
why am i being charged for getting cash,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
open savings account online,account_opening,You can open an account online by completing the onboarding steps.,en,mobile,synthetic_seed
i think i see a withdraw i did not make,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
my recent transfer didn t go through why not,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
out of the blue my card stopped working,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my card hasn t arrived yet,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
am i able to track a card that has already been sent,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why did my transfer get declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i see an unfamiliar payment on my statement,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
what do i do when a charge has been made that i did not make,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
still waiting on my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
how do i avoid charges in the future,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
a cash withdrawal has been done that i didn t do,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
why cant i send money to a beneficiary,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
a fee that shouldn t be there is there after using my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
do you have info about the card on delivery,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i have never been charged for making an atm cash withdrawal before but i am now being charged a fee to withdraw cash what happened,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why do transfers get declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
my card is broken,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
what s the deal with no cryptocurrency on your app,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
i couldn t do a transfer to an account,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
the day before yesterday i performed a transfer which was within this country it still hasn t gone through can you check on that the account number is definitely correct as i ve checked and double checked,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i think my transfer was declined but why,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
need help to get my card to work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i need to move money to another beneficiary why is it not working,fund_transfer,"To transfer funds, select recipient, amount, and confirm with secure verification.",en,mobile,banking77_local
i need support for my truemoney balance please in the app,balance_inquiry,You can check your latest balance in the app dashboard under Accounts.,en,mobile,synthetic_seed
what is this withdrawal as i do not remember making it,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
why have i been charged a fee for using my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i m going on holiday to france for 6 weeks with my family and the cat fluffy i just purchased 10 000 from a currency exchange to ensure we don t run short but there appears to be a fee what is this for,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
how much money can i withdraw before fees i noticed a fee on my card but i didn t think i had hit the limit of how much i could withdraw in a month,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
my card hasn t came in the mail yet,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
top up wing wallet with bank card,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,synthetic_seed
i hope you can help me my account has been compromised from a different town that i haven t been to can you please place a hold on my account until i can make it to the bank,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
is there a way to get around fees,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
can you tell me whats going on with my card it seems to be not working,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i got a fee when paying with my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why was i charged a fee for my card payment,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i am seeing in the app a some cash withdrawal that does not belong to me,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i got a notice from my app that i withdrew cash but i don t remember doing so how do i fix this,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
why have i not gotten my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why is my beneficiary being denies,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
the bank transfer was declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
why am i being charged to make cash withdrawals i thought they were supposed to be free,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why has my transfer been declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
please check how much money left in my account,balance_inquiry,You can check your latest balance in the app dashboard under Accounts.,en,mobile,synthetic_seed
i transferred the rent payment for my new place a couple days ago but the landlord says it s not there yet despite showing up as done on my side i checked the account number i sent it to and it s definitely correct can you please verify if the transaction really went through or not,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i need your help immediately there is a 500 cash withdrawal that i know nothing about i think my account has become compromised,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i m still waiting for my transaction,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
unbeknownst to me there was an additional charge on my prior transaction a notification of sorts should be required and explained before future payments are made,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why isn t my beneficiary allowed,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
my card was supposed to arrive but hasn t,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
a wd was just made on my account but it was not me and i still have my card what to do,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i don t think i made this transaction on my statement,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
is using my card free,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
when i try and to buy something using my card it keeps getting declined,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my account shows that i made a cash withdrawal but i cannot remember doing so,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i just finished sending money but it s not logging on the recipient side,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
how long do i have to wait for my transaction to be completed,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i transferred some cash and it has not arrived yet,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i was charged extra when i made a cash withdraw why,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
i didn t take out money from an atm but my app statement shows that i did how can i fix this,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i received a fee for obtaining cash is this correct,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
can you tell me what the cash withdrawal is in my statement,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
there is a withdrawal that isn t mind in the app,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i am worried that too much time has gone by for a transfer to be completed,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
how did the extra charge on my card come in effect,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
how can i resolve a problem where my card won t go through at all,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my card hasn t shown up yet,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
how come i m not allowed to transfer funds right now i just keep getting an error message,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
my account has a weird withdrawal,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
i have not received my card and it s been a week what do i do,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i see a cash withdrawal in the app that i did not do,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77_local
why is there a charged fee for debit or credit card payment,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
how can i see the progress of delivery of the card that was sent,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why was my transfer request decline,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
card declined at store in phnom penh,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,regional_aug
i have a question about fee for cash withdraw,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why was my account assessed a fee for an atm transaction,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
why won t my transfer to another account work,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
why is my beneficiary not being allowed to get payment services,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77_local
i can t use my card for anything,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my card does not work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why is there an uknown charge showing on my account,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
what should i do if my physical card isn t working,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
is my card frozen,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
my card stopped working,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why haven t i received my new card yet,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
why was there a fee for my cash withdrawal,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
can you track my card for me,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77_local
i have a strange transaction on my account which appears to pertain to a cash withdrawal i made outside nandos in leeds what is that for is it fraud,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
i didn t know i was going to get charged to use my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77_local
what do i do if i see a transaction on my card that i don t recall making,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77_local
