text,intent,response,language,channel,source
kyc rejected after id upload in tampines singapore using web banking steady,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For kyc rejected upload, recheck image clarity and expiration date before resubmission. In singapore, local payment rail activity through web banking at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in yogyakarta indonesia tolong case 68,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
show current and available balance for account used at night market in siem reap cambodia nis,balance_inquiry,"Open your account dashboard to view current and available balance. If recent activity is missing, refresh and review the latest transaction history. For balance night market, open account summary and compare current versus available balance. In siem reap, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
how long verification review takes in delhi india during afternoon submissions please case 126,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For long verification review, track verification status in-app after document upload. In india, local payment rail activity through your selected channel at afternoon can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
how to report scam transfer quickly after suspicious alert in phnom penh cambodia nis case 165,fraud_report,"Lock risky payment methods immediately and file an unauthorized transaction report. Share the reference ID and timestamp so support can investigate quickly. For report scam transfer, lock risky payment access immediately and file an unauthorized report. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
cash not dispensed but 25 idr deducted in jakarta indonesia ya,cash_withdrawal,"Use supported ATMs and verify daily limits before retrying. Keep your receipt and reference code if cash was not dispensed. For cash not dispensed, keep receipt and reference when cash is not dispensed. In jakarta, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
what fees apply for paynow qr transfer of 40 sgd in woodlands singapore lah,fee_inquiry,"Fees vary by transfer type, route, and service provider. Always review fee preview and exchange-rate details before confirming. For fees apply paynow, review fee breakdown before final confirmation. In woodlands, paynow activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
i see i was charged extra when i used the card i am not sure why please tell me why,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation to avoid surprise charges.,en,mobile,banking77_local
what documents needed for kyc in manila philippines if address changed recently po case 37,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For documents needed kyc, recheck image clarity and expiration date before resubmission. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
is there cross border fee from singapore corridor when using paynow lah case 96,fee_inquiry,"Fees vary by transfer type, route, and service provider. Always review fee preview and exchange-rate details before confirming. For there cross border, review fee breakdown before final confirmation. In singapore, paynow activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
how long do i have to wait for my transaction to be completed,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
what documents needed for kyc in yogyakarta indonesia if address changed recently tolong case 112,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For documents needed kyc, track verification status in-app after document upload. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
what s up with the extra fee i got,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account. Daily limits and partner ATM fees may apply.,en,mobile,banking77_local
how long verification review takes in chiang mai thailand during afternoon submissions rai case 42,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For long verification review, track verification status in-app after document upload. In thailand, local payment rail activity through your selected channel at afternoon can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
my card stopped working how do i check if there is a freeze on it,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
i have a fee and i don t know why,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation to avoid surprise charges.,en,mobile,banking77_local
what fees apply for e wallet transfer of 400 idr in jakarta indonesia ya,fee_inquiry,"Fees vary by transfer type, route, and service provider. Always review fee preview and exchange-rate details before confirming. For fees apply wallet, check whether your account tier changes fee rates. In jakarta, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
i would like to track the card you sent to me,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
i saw a payment i did not do,fraud_report,Please report the suspicious transaction immediately and lock your card for safety. Our team can then start a dispute review.,en,mobile,banking77_local
i don t recognise a card payment,fraud_report,Please report the suspicious transaction immediately and lock your card for safety. Our team can then start a dispute review.,en,mobile,banking77_local
how long does it typically take a transfer to go through i sent some money to a friend earlier today and she really needs it it still is a pending transfer even though i sent it a few hours ago,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
does the card you sent have a tracking number,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
why do i have an unknown payment,fraud_report,Please report the suspicious transaction immediately and lock your card for safety. Our team can then start a dispute review.,en,mobile,banking77_local
how to check personal loan eligibility in mumbai india before applying thoda case 77,loan_info,"Compare loan products by rate, tenure, and monthly repayment before applying. Ensure your profile and income details are up to date for faster review. For check personal loan, check approval timeline and repayment schedule details. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
why is available balance different after 180 myr payment in kuala lumpur malaysia tak,balance_inquiry,"Open your account dashboard to view current and available balance. If recent activity is missing, refresh and review the latest transaction history. For balance different 180, check latest posted entries and confirm whether any item is still pending. In kuala lumpur, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. Keep reference details for the 180 MYR transaction and share exact timestamp if support follow-up is needed.",en,mobile,asia_research_qa2016
i sent money to someone but they haven t gotten it what s going on,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
i transferred money but the recipient says it has not arrived why would this be,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
i payed with a card and was charged an extra fee,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation to avoid surprise charges.,en,mobile,banking77_local
transfer failed on e wallet in bandung indonesia at late night for supplier payment ya case 51,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed wallet, confirm transfer rail and recipient account format before submission. In indonesia, local payment rail activity through your selected channel at late night can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
what details needed to register new account in siem reap cambodia for salary credit ot ban case 138,account_opening,"Complete digital onboarding with your personal details and verification steps. Prepare your ID and active mobile number to avoid activation delays. For details needed register, confirm form accuracy before final submission. In siem reap, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
show current and available balance for account used at school in kuala lumpur malaysia tak case 141,balance_inquiry,"Open your account dashboard to view current and available balance. If recent activity is missing, refresh and review the latest transaction history. For balance school kuala, check latest posted entries and confirm whether any item is still pending. In kuala lumpur, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
how to pay utility bill with gcash in manila philippines via agent outlet po case 121,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, confirm biller reference and due date before payment. In philippines, gcash activity through agent outlet at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
can i use cardless qr cash withdrawal in bengaluru india with rupay upi thoda case 63,cash_withdrawal,"Use supported ATMs and verify daily limits before retrying. Keep your receipt and reference code if cash was not dispensed. For use cardless cash, keep receipt and reference when cash is not dispensed. In bengaluru, upi activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
what is the time frame that it usually takes for a transfer to come through i have a friend needing it immediately but it has yet to come through,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
how to top up wallet with aba in phnom penh cambodia via agent outlet som help,wallet_topup,Use ABA Mobile transfer to send funds securely. Verify recipient details before confirming.,en,mobile,asia_research_qa2016
why did you charge me extra when i withdrew cash,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account. Daily limits and partner ATM fees may apply.,en,mobile,banking77_local
i got a fee when paying with my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation to avoid surprise charges.,en,mobile,banking77_local
what loan options for small business in kampot cambodia with monthly riel income ban te,loan_info,"Compare loan products by rate, tenure, and monthly repayment before applying. Ensure your profile and income details are up to date for faster review. For loan options small, compare rate, tenor, and monthly repayment before applying. In kampot, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
pending transaction too long in khon kaen thailand for supplier payment rai case 48,transaction_status,"Track status from transaction history to see pending, failed, or completed updates. Interbank or cross-border transfers can take longer during settlement windows. For pending transaction too, verify whether the route is intra-bank or cross-network. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
i m having problems making a transfer to another account i keep getting a declined message i know that the information i m putting in is accurate because i have checked it more than once,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
what is this strange payment in my account,fraud_report,Please report the suspicious transaction immediately and lock your card for safety. Our team can then start a dispute review.,en,mobile,banking77_local
pending transaction too long in hyderabad india for travel expense please case 132,transaction_status,"Track status from transaction history to see pending, failed, or completed updates. Interbank or cross-border transfers can take longer during settlement windows. For pending transaction too, check transaction timeline for pending, success, or failure updates. In india, aba activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in chiang mai thailand rai case 158,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, enable reminders for recurring bill cycles. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
my card won t physically work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
can foreign worker open account online in cebu philippines via web banking naman,account_opening,"Complete digital onboarding with your personal details and verification steps. Prepare your ID and active mobile number to avoid activation delays. For foreign worker open, prepare ID and personal data for faster activation checks. In cebu, local payment rail activity through web banking at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
how to freeze lost card in penang malaysia and request replacement cepat case 50,card_issue,"Use card controls to freeze, replace, or troubleshoot your card immediately. If the card is lost, block it first before requesting a replacement. For freeze lost card, use card controls to freeze and secure the card immediately. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
pending transaction too long in penang malaysia for rent cepat case 90,transaction_status,"Track status from transaction history to see pending, failed, or completed updates. Interbank or cross-border transfers can take longer during settlement windows. For pending transaction too, check transaction timeline for pending, success, or failure updates. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
monthly repayment estimate for 400 idr loan in bandung indonesia ya,loan_info,"Compare loan products by rate, tenure, and monthly repayment before applying. Ensure your profile and income details are up to date for faster review. For monthly repayment estimate, confirm total payable amount including service charges. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
pending transaction too long in hyderabad india for travel expense please case 84,transaction_status,"Track status from transaction history to see pending, failed, or completed updates. Interbank or cross-border transfers can take longer during settlement windows. For pending transaction too, check transaction timeline for pending, success, or failure updates. In india, aba activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
my card no longer works,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
i know i m getting a new card but would like know when i can expect to receive it,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
what documents needed for kyc in delhi india if address changed recently please case 142,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For documents needed kyc, upload clear identity documents and verify all profile details. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
what documents needed for kyc in chiang mai thailand if address changed recently rai case 154,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For documents needed kyc, upload clear identity documents and verify all profile details. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
unauthorized payment of 120 sgd seen on paynow in tampines singapore steady,fraud_report,"Lock risky payment methods immediately and file an unauthorized transaction report. Share the reference ID and timestamp so support can investigate quickly. For unauthorized payment 120, enable security alerts and document exact incident timing. In singapore, paynow activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
where to track transfer status on bank transfer in hanoi vietnam after evening transfer cam on case 37,transaction_status,"Track status from transaction history to see pending, failed, or completed updates. Interbank or cross-border transfers can take longer during settlement windows. For where track transfer, contact support if status remains unchanged beyond expected window. In vietnam, bank transfer activity through your selected channel at evening can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
what is this cash withdrawal i don t recognize,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account. Daily limits and partner ATM fees may apply.,en,mobile,banking77_local
i haven t been able to complete any transactions on my card today do you know what s wrong,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
how to top up wallet with duitnow in ipoh malaysia via qr scanner cepat,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet duitnow, verify top-up source, limits, and confirmation status. In malaysia, duitnow activity through qr scanner at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
can foreign worker open account online in kuala lumpur malaysia via web banking tak,account_opening,"Complete digital onboarding with your personal details and verification steps. Prepare your ID and active mobile number to avoid activation delays. For foreign worker open, prepare ID and personal data for faster activation checks. In kuala lumpur, local payment rail activity through web banking at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
show current and available balance for account used at night market in woodlands singapore lah case 60,balance_inquiry,"Open your account dashboard to view current and available balance. If recent activity is missing, refresh and review the latest transaction history. For balance night market, check latest posted entries and confirm whether any item is still pending. In woodlands, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
why extra charge added after payment at food court in phuket thailand ka case 95,fee_inquiry,"Fees vary by transfer type, route, and service provider. Always review fee preview and exchange-rate details before confirming. For extra charge added, review fee breakdown before final confirmation. In phuket, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
i received a fee for obtaining cash is this correct,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account. Daily limits and partner ATM fees may apply.,en,mobile,banking77_local
what documents needed for kyc in manila philippines if address changed recently po case 85,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For documents needed kyc, ensure name and date of birth match your submitted ID. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
my transfer to an account failed,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
how long the card validity,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot. Use instant freeze first if you suspect risk.",en,mobile,banking77_local
what is daily atm withdrawal limit in bengaluru india for my card thoda case 79,cash_withdrawal,"Use supported ATMs and verify daily limits before retrying. Keep your receipt and reference code if cash was not dispensed. For daily atm withdrawal, retry at a supported ATM after confirming limits. In bengaluru, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
can foreign worker open account online in can tho vietnam via agent outlet nhe,account_opening,"Complete digital onboarding with your personal details and verification steps. Prepare your ID and active mobile number to avoid activation delays. For foreign worker open, review account terms and limits during sign-up. In can tho, local payment rail activity through agent outlet at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
why hasn t my friend received the money i sent them yet,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
help my wallet was stolen and someone is taking money out i need this money what can i do,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account. Daily limits and partner ATM fees may apply.,en,mobile,banking77_local
what fees apply for upi lite transfer of 25 inr in bengaluru india thoda,fee_inquiry,"Fees vary by transfer type, route, and service provider. Always review fee preview and exchange-rate details before confirming. For fees apply upi, verify cross-border or partner-network surcharge details. In bengaluru, upi activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
someone used my account at fuel station in chiang mai thailand at afternoon rai case 134,fraud_report,"Lock risky payment methods immediately and file an unauthorized transaction report. Share the reference ID and timestamp so support can investigate quickly. For someone fuel station, collect suspicious transaction references before starting dispute review. In thailand, local payment rail activity through your selected channel at afternoon can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
my account got charged for taking out cash why did this happen,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account. Daily limits and partner ATM fees may apply.,en,mobile,banking77_local
why is there a random withdrawal in my app,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account. Daily limits and partner ATM fees may apply.,en,mobile,banking77_local
unauthorized payment of 40 sgd seen on paynow in tampines singapore steady case 151,fraud_report,"Lock risky payment methods immediately and file an unauthorized transaction report. Share the reference ID and timestamp so support can investigate quickly. For unauthorized payment sgd, lock risky payment access immediately and file an unauthorized report. In singapore, paynow activity through your selected channel at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
how to transfer 120 riel using bakong for invoice settlement in kampot cambodia ban te,fund_transfer,Use Bakong transaction history to verify transfer or balance status before retrying.,en,mobile,asia_research_qa2016
kyc rejected after id upload in manila philippines using agent outlet po,kyc_verification,"Submit clear identity documents and confirm that personal details match exactly. Track KYC status in the app and resubmit if any image is unclear. For kyc rejected upload, recheck image clarity and expiration date before resubmission. In philippines, local payment rail activity through agent outlet at this period can post with slight delay depending on settlement windows.",en,mobile,asia_research_qa2016
why is it taking so long for a transfer to complete,transaction_status,You can track the latest transaction status in your transaction history. Pending transfers usually update after bank settlement windows.,en,mobile,banking77_local
