text,intent,response,language,channel,source
someone used my account at grocery in phnom penh cambodia at morning ot ban,fraud_report,"If you do not recognize this payment, lock your card first to stop further risk. After that, file a dispute report in the app. For someone used account, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
contactless card not working in surabaya indonesia on web banking checkout tolong,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For contactless card not, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
top up limit for account in phnom penh cambodia using khqr nis case 165,wallet_topup,"Go to Wallet Top Up, choose funding source, and confirm securely. Check card limits if the top up does not complete.",en,mobile,asia_research_qa2016
wallet top up pending in phnom penh cambodia after adding 250 riel ot ban case 149,wallet_topup,Wallet funding supports common local payment methods in the app. Keep notifications on to confirm top up success quickly.,en,mobile,asia_research_qa2016
how to report scam transfer quickly after suspicious alert in phnom penh cambodia som help case 141,fraud_report,"Please freeze your card or account access immediately from security settings. Then submit a fraud report so we can investigate the transaction. For report scam transfer, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
cash not dispensed but 250 riel deducted in siem reap cambodia som help,cash_withdrawal,Use card-enabled ATMs to withdraw funds from your account. Keep the receipt and reference if the cash was not dispensed.,en,mobile,asia_research_qa2016
what is daily atm withdrawal limit in siem reap cambodia for my card nis case 154,cash_withdrawal,"Cash withdrawal is available through partner ATM networks. If a withdrawal fails, check limits and card status first. For daily atm withdrawal, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
contactless card not working in hyderabad india on mobile app checkout please,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For contactless card not, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
what documents needed for kyc in phnom penh cambodia if address changed recently ban te,kyc_verification,"KYC review needs valid identity documents and profile confirmation. Blurry images or expired IDs can delay approval. For documents needed for, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
cambodia loan info in phnom penh sample_13,loan_info,Loan choices are available in the Loans section with rates and repayment terms. Review eligibility before submitting your request.,en,mobile,synthetic_seed_cambodia
card declined at night market in battambang cambodia at morning ban te,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For card declined night, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
how to freeze lost card in battambang cambodia and request replacement som help,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,asia_research_qa2016
where to track transfer status on qris in surabaya indonesia after late night transfer tolong case 166,transaction_status,"Check transaction history to see whether the payment is pending, completed, or failed. Some transfers update after clearing windows. For track transfer status, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
fee nis mean ey,fee_inquiry,"Open pricing or transfer preview to see service charges in advance. Card, ATM, or cross-border actions may have different fees. For fee nis mean, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_custom
bill payment pending in phnom penh cambodia after paying 40 riel som help,bill_payment,"Bill payment supports common services like electricity, water, and internet. Check the fee preview before final confirmation. For bill payment pending, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
recipient not received 55 idr funds yet in surabaya indonesia tolong,transaction_status,"Check transaction history to see whether the payment is pending, completed, or failed. Some transfers update after clearing windows.",en,mobile,asia_research_qa2016
pending transaction too long in hyderabad india for travel expense please case 36,transaction_status,"Check transaction history to see whether the payment is pending, completed, or failed. Some transfers update after clearing windows. For pending transaction too, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
cambodia account opening in phnom penh sample_3,account_opening,New account registration is available digitally with quick KYC checks. Follow each step and review your information before submitting.,en,mobile,synthetic_seed_cambodia
how to open digital savings account in siem reap cambodia without branch visit som help,account_opening,You can open a new account online through the onboarding flow. Keep your ID and phone number ready before starting.,en,mobile,asia_research_qa2016
how to top up wallet with wing in phnom penh cambodia via qr scanner ban te,wallet_topup,"Wallet funding supports common local payment methods in the app. Keep notifications on to confirm top up success quickly. For top wallet wing, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
cambodia fund transfer in phnom penh sample_10,fund_transfer,"Choose Transfer, select the recipient, and enter the amount. Confirm with OTP or biometric verification to finish securely. For cambodia fund transfer, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,synthetic_seed_cambodia
pending transaction too long in surabaya indonesia for school fee tolong case 102,transaction_status,"You can view real-time transaction progress in the app activity tab. If it remains pending too long, contact support with the reference ID. For pending transaction too, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
how long verification review takes in phnom penh cambodia during morning submissions ban te case 129,kyc_verification,Go to verification settings and upload the required documents. You can track KYC progress in the same section.,en,mobile,asia_research_qa2016
card declined at school in surabaya indonesia at late night tolong case 166,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,asia_research_qa2016
card declined at school in surabaya indonesia at late night tolong case 142,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For card declined school, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
top up limit for account in phnom penh cambodia using aba som help case 141,wallet_topup,"Go to Wallet Top Up, choose funding source, and confirm securely. Check card limits if the top up does not complete. For top limit for, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
what documents needed for kyc in phnom penh cambodia if address changed recently nis,kyc_verification,Go to verification settings and upload the required documents. You can track KYC progress in the same section.,en,mobile,asia_research_qa2016
cambodia balance inquiry in phnom penh sample_8,balance_inquiry,Go to the account summary page to check your updated balance. Recent transactions can take a short time to post.,en,mobile,synthetic_seed_cambodia
how to check personal loan eligibility in kampot cambodia before applying som help case 152,loan_info,Loan choices are available in the Loans section with rates and repayment terms. Review eligibility before submitting your request.,en,mobile,asia_research_qa2016
can pay water bill auto debit monthly,bill_payment,"Select the biller, enter the reference number, and confirm payment securely. Turn on reminders to avoid late fees. For pay water bill, keep your notifications on so you can confirm the next update quickly.",en,mobile,asia_custom
pending transaction too long in hyderabad india for travel expense please,transaction_status,Open your latest transfer details to track processing status. Cross-bank transfers may need extra settlement time.,en,mobile,asia_research_qa2016
is there cross border fee from cambodia corridor when using acleda nis,fee_inquiry,"Open pricing or transfer preview to see service charges in advance. Card, ATM, or cross-border actions may have different fees. For there cross border, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
where to track transfer status on qris in surabaya indonesia after late night transfer tolong case 46,transaction_status,"You can view real-time transaction progress in the app activity tab. If it remains pending too long, contact support with the reference ID.",en,mobile,asia_research_qa2016
unauthorized payment of 70 riel seen on wing in phnom penh cambodia ban te,fraud_report,Please freeze your card or account access immediately from security settings. Then submit a fraud report so we can investigate the transaction.,en,mobile,asia_research_qa2016
how long verification review takes in phnom penh cambodia during morning submissions som help case 153,kyc_verification,Complete KYC by submitting your ID details and clear document photos. Make sure the name and date of birth match exactly.,en,mobile,asia_research_qa2016
cambodia wallet topup in phnom penh sample_13,wallet_topup,"Top up your wallet using a linked bank card or transfer option. Pending top ups usually resolve after payment network confirmation. For cambodia wallet topup, make sure your profile and security settings are up to date to avoid delays.",en,mobile,synthetic_seed_cambodia
transfer failed on acleda in kampot cambodia at morning for invoice settlement knyom,fund_transfer,"Start a new transfer from the Payments section and verify beneficiary details carefully. Approve the transaction using your security step. For transfer failed acleda, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
where to track transfer status on qris in surabaya indonesia after late night transfer tolong case 118,transaction_status,"Check transaction history to see whether the payment is pending, completed, or failed. Some transfers update after clearing windows.",en,mobile,asia_research_qa2016
cambodia loan info in phnom penh sample_9,loan_info,"Visit Loans to see available products and approval requirements. Keep your profile and income details updated for faster checks. For cambodia loan info, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,synthetic_seed_cambodia
what fees apply for khqr transfer of 15 riel in siem reap cambodia som help,fee_inquiry,"Open pricing or transfer preview to see service charges in advance. Card, ATM, or cross-border actions may have different fees.",en,mobile,asia_research_qa2016
contactless card not working in surabaya indonesia on qr scanner checkout tolong,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,asia_research_qa2016
how can i check my balance on bakong in siem reap cambodia via qr scanner at morning nis,balance_inquiry,"Go to the account summary page to check your updated balance. Recent transactions can take a short time to post. For check balance bakong, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
cambodia fund transfer in phnom penh sample_6,fund_transfer,"Use the transfer flow in-app to send funds to bank or wallet accounts. Keep your verification code private before confirming. For cambodia fund transfer, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,synthetic_seed_cambodia
how long verification review takes in phnom penh cambodia during morning submissions nis,kyc_verification,KYC review needs valid identity documents and profile confirmation. Blurry images or expired IDs can delay approval.,en,mobile,asia_research_qa2016
cambodia cash withdrawal in phnom penh sample_11,cash_withdrawal,"You can withdraw cash at supported ATMs using your linked card. Daily limits and operator fees may apply. For cambodia cash withdrawal, make sure your profile and security settings are up to date to avoid delays.",en,mobile,synthetic_seed_cambodia
can i set recurring bill payment for grocery in phnom penh cambodia som help,bill_payment,"Pay bills from the Payments and Bills section in a few taps. You can also enable recurring payments for monthly utilities. For set recurring bill, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
can i send from wallet to bank via mobile app in kampot cambodia using aba nis,fund_transfer,Start a new transfer from the Payments section and verify beneficiary details carefully. Approve the transaction using your security step.,en,mobile,asia_research_qa2016
cambodia bill payment in phnom penh sample_1,bill_payment,"Select the biller, enter the reference number, and confirm payment securely. Turn on reminders to avoid late fees. For cambodia bill payment, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,synthetic_seed_cambodia
someone used my account at grocery in phnom penh cambodia at morning knyom,fraud_report,"If you do not recognize this payment, lock your card first to stop further risk. After that, file a dispute report in the app.",en,mobile,asia_research_qa2016
top up limit for account in phnom penh cambodia using acleda ot ban,wallet_topup,"Go to Wallet Top Up, choose funding source, and confirm securely. Check card limits if the top up does not complete. For top limit for, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
pending transaction too long in hyderabad india for travel expense please case 84,transaction_status,"Check transaction history to see whether the payment is pending, completed, or failed. Some transfers update after clearing windows.",en,mobile,asia_research_qa2016
passport accepted for account verification,kyc_verification,"Go to verification settings and upload the required documents. You can track KYC progress in the same section. For passport accepted for, keep your notifications on so you can confirm the next update quickly.",en,mobile,asia_custom
how much monthly installment if borrow 3000,loan_info,"Visit Loans to see available products and approval requirements. Keep your profile and income details updated for faster checks. For much monthly installment, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_custom
what loan options for small business in kampot cambodia with monthly riel income nis,loan_info,Visit Loans to see available products and approval requirements. Keep your profile and income details updated for faster checks.,en,mobile,asia_research_qa2016
cambodia fund transfer in phnom penh sample_3,fund_transfer,"Use the transfer flow in-app to send funds to bank or wallet accounts. Keep your verification code private before confirming. For cambodia fund transfer, make sure your profile and security settings are up to date to avoid delays.",en,mobile,synthetic_seed_cambodia
cambodia fee inquiry in phnom penh sample_13,fee_inquiry,"Open pricing or transfer preview to see service charges in advance. Card, ATM, or cross-border actions may have different fees.",en,mobile,synthetic_seed_cambodia
cambodia fraud report in phnom penh sample_6,fraud_report,Please freeze your card or account access immediately from security settings. Then submit a fraud report so we can investigate the transaction.,en,mobile,synthetic_seed_cambodia
can i get quick micro loan approval,loan_info,"You can compare loan amount, tenor, and monthly installment directly in-app. Apply after confirming the terms that fit your budget. For get quick micro, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_custom
show current and available balance for account used at night market in siem reap cambodia som help,balance_inquiry,"Open Accounts in the app to view your current and available balance. Refresh once if your latest credit is not visible yet. For show current and, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
cambodia account opening in phnom penh sample_8,account_opening,Start account opening in the app and fill in personal details accurately. Verification steps must be completed to activate the account.,en,mobile,synthetic_seed_cambodia
what is daily atm withdrawal limit in siem reap cambodia for my card nis,cash_withdrawal,"Cash withdrawal is available through partner ATM networks. If a withdrawal fails, check limits and card status first. For daily atm withdrawal, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
what details needed to register new account in siem reap cambodia for salary credit nis,account_opening,"You can open a new account online through the onboarding flow. Keep your ID and phone number ready before starting. For details needed register, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
cambodia fund transfer in phnom penh sample_12,fund_transfer,"Start a new transfer from the Payments section and verify beneficiary details carefully. Approve the transaction using your security step. For cambodia fund transfer, make sure your profile and security settings are up to date to avoid delays.",en,mobile,synthetic_seed_cambodia
what fees apply for aba transfer of 40 riel in siem reap cambodia ban te,fee_inquiry,Fees depend on your plan and transaction type. Review the fee breakdown shown before you confirm payment.,en,mobile,asia_research_qa2016
status of my cross border transfer,transaction_status,"Check transaction history to see whether the payment is pending, completed, or failed. Some transfers update after clearing windows. For status cross border, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_custom
wallet top up pending in phnom penh cambodia after adding 15 riel nis,wallet_topup,"Go to Wallet Top Up, choose funding source, and confirm securely. Check card limits if the top up does not complete.",en,mobile,asia_research_qa2016
transfer failed on acleda in kampot cambodia at morning for invoice settlement knyom case 156,fund_transfer,"Start a new transfer from the Payments section and verify beneficiary details carefully. Approve the transaction using your security step. For transfer failed acleda, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
kyc rejected after id upload in phnom penh cambodia using web banking ot ban case 161,kyc_verification,Complete KYC by submitting your ID details and clear document photos. Make sure the name and date of birth match exactly.,en,mobile,asia_research_qa2016
knyom card ot tvka,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For knyom card tvka, keep your notifications on so you can confirm the next update quickly.",en,mobile,asia_custom
cambodia account opening in phnom penh sample_14,account_opening,Start account opening in the app and fill in personal details accurately. Verification steps must be completed to activate the account.,en,mobile,synthetic_seed_cambodia
cambodia bill payment in phnom penh sample_11,bill_payment,"Pay bills from the Payments and Bills section in a few taps. You can also enable recurring payments for monthly utilities. For cambodia bill payment, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,synthetic_seed_cambodia
contactless card not working in surabaya indonesia on merchant terminal checkout tolong,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For contactless card not, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
cambodia bill payment in phnom penh sample_7,bill_payment,"Select the biller, enter the reference number, and confirm payment securely. Turn on reminders to avoid late fees.",en,mobile,synthetic_seed_cambodia
kyc rejected after id upload in phnom penh cambodia using merchant terminal ban te,kyc_verification,"KYC review needs valid identity documents and profile confirmation. Blurry images or expired IDs can delay approval. For kyc rejected after, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
why extra charge added after payment at hotel in siem reap cambodia som help,fee_inquiry,The app displays applicable charges during checkout and transfers. Please verify fee details before final submission.,en,mobile,asia_research_qa2016
kyc rejected after id upload in phnom penh cambodia using agent outlet nis case 137,kyc_verification,KYC review needs valid identity documents and profile confirmation. Blurry images or expired IDs can delay approval.,en,mobile,asia_research_qa2016
cambodia loan info in phnom penh sample_11,loan_info,"Visit Loans to see available products and approval requirements. Keep your profile and income details updated for faster checks. For cambodia loan info, make sure your profile and security settings are up to date to avoid delays.",en,mobile,synthetic_seed_cambodia
top up gcash using debit card,wallet_topup,"Top up your wallet using a linked bank card or transfer option. Pending top ups usually resolve after payment network confirmation. For top gcash using, check the in-app details and confirm all recipient information before you proceed.",en,mobile,asia_custom
what is loan interest in cambodia bank,loan_info,"Visit Loans to see available products and approval requirements. Keep your profile and income details updated for faster checks. For loan interest cambodia, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_custom
what is daily atm withdrawal limit in siem reap cambodia for my card knyom,cash_withdrawal,"Use card-enabled ATMs to withdraw funds from your account. Keep the receipt and reference if the cash was not dispensed. For daily atm withdrawal, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
pending transaction too long in surabaya indonesia for school fee tolong,transaction_status,"You can view real-time transaction progress in the app activity tab. If it remains pending too long, contact support with the reference ID. For pending transaction too, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
how to report scam transfer quickly after suspicious alert in phnom penh cambodia som help,fraud_report,"If you do not recognize this payment, lock your card first to stop further risk. After that, file a dispute report in the app.",en,mobile,asia_research_qa2016
cambodia fund transfer in phnom penh sample_5,fund_transfer,Use the transfer flow in-app to send funds to bank or wallet accounts. Keep your verification code private before confirming.,en,mobile,synthetic_seed_cambodia
contactless card not working in battambang cambodia on merchant terminal checkout som help,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,asia_research_qa2016
why is available balance different after 70 riel payment in siem reap cambodia ot ban,balance_inquiry,"Your balance is shown on the dashboard under Accounts. If the amount looks old, wait a moment and sync again.",en,mobile,asia_research_qa2016
how to transfer 70 riel using wing for invoice settlement in kampot cambodia som help,fund_transfer,Use the transfer flow in-app to send funds to bank or wallet accounts. Keep your verification code private before confirming.,en,mobile,asia_research_qa2016
cambodia loan info in phnom penh sample_10,loan_info,"You can compare loan amount, tenor, and monthly installment directly in-app. Apply after confirming the terms that fit your budget.",en,mobile,synthetic_seed_cambodia
cash not dispensed but 15 riel deducted in siem reap cambodia ban te,cash_withdrawal,"You can withdraw cash at supported ATMs using your linked card. Daily limits and operator fees may apply. For cash not dispensed, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
show current and available balance for account used at night market in siem reap cambodia knyom case 162,balance_inquiry,Open Accounts in the app to view your current and available balance. Refresh once if your latest credit is not visible yet.,en,mobile,asia_research_qa2016
transfer failed on bakong in kampot cambodia at morning for invoice settlement ban te,fund_transfer,"Choose Transfer, select the recipient, and enter the amount. Confirm with OTP or biometric verification to finish securely.",en,mobile,asia_research_qa2016
card declined at school in hyderabad india at afternoon please case 124,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For card declined school, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
cambodia bill payment in phnom penh sample_8,bill_payment,"Pay bills from the Payments and Bills section in a few taps. You can also enable recurring payments for monthly utilities. For cambodia bill payment, make sure your profile and security settings are up to date to avoid delays.",en,mobile,synthetic_seed_cambodia
show current and available balance for account used at night market in siem reap cambodia ot ban case 138,balance_inquiry,"Your balance is shown on the dashboard under Accounts. If the amount looks old, wait a moment and sync again.",en,mobile,asia_research_qa2016
is there cross border fee from cambodia corridor when using wing knyom,fee_inquiry,Fees depend on your plan and transaction type. Review the fee breakdown shown before you confirm payment.,en,mobile,asia_research_qa2016
transfer failed on khqr in kampot cambodia at morning for invoice settlement ot ban,fund_transfer,"Choose Transfer, select the recipient, and enter the amount. Confirm with OTP or biometric verification to finish securely.",en,mobile,asia_research_qa2016
why extra charge added after payment at hotel in siem reap cambodia knyom,fee_inquiry,The app displays applicable charges during checkout and transfers. Please verify fee details before final submission.,en,mobile,asia_research_qa2016
what documents needed for kyc in phnom penh cambodia if address changed recently ot ban,kyc_verification,"KYC review needs valid identity documents and profile confirmation. Blurry images or expired IDs can delay approval. For documents needed for, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
pay electricite du cambodge bill in app,bill_payment,"Select the biller, enter the reference number, and confirm payment securely. Turn on reminders to avoid late fees. For pay electricite cambodge, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_custom
can i send from wallet to bank via agent outlet in kampot cambodia using bakong ban te case 140,fund_transfer,"Start a new transfer from the Payments section and verify beneficiary details carefully. Approve the transaction using your security step. For send wallet bank, make sure your profile and security settings are up to date to avoid delays.",en,mobile,asia_research_qa2016
check duit left in account,balance_inquiry,"Open Accounts in the app to view your current and available balance. Refresh once if your latest credit is not visible yet. For check duit left, keep your notifications on so you can confirm the next update quickly.",en,mobile,asia_custom
contactless card not working in battambang cambodia on web banking checkout knyom,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,asia_research_qa2016
someone used my card in night market,fraud_report,"If you do not recognize this payment, lock your card first to stop further risk. After that, file a dispute report in the app. For someone used card, keep your notifications on so you can confirm the next update quickly.",en,mobile,asia_custom
cambodia balance inquiry in phnom penh sample_6,balance_inquiry,"Go to the account summary page to check your updated balance. Recent transactions can take a short time to post. For cambodia balance inquiry, make sure your profile and security settings are up to date to avoid delays.",en,mobile,synthetic_seed_cambodia
what is daily atm withdrawal limit in siem reap cambodia for my card ot ban,cash_withdrawal,You can withdraw cash at supported ATMs using your linked card. Daily limits and operator fees may apply.,en,mobile,asia_research_qa2016
help me transfer to gcash wallet,fund_transfer,"Start a new transfer from the Payments section and verify beneficiary details carefully. Approve the transaction using your security step. For transfer gcash wallet, check the in-app details and confirm all recipient information before you proceed.",en,mobile,asia_custom
top up limit for account in phnom penh cambodia using wing ban te,wallet_topup,"Go to Wallet Top Up, choose funding source, and confirm securely. Check card limits if the top up does not complete.",en,mobile,asia_research_qa2016
cambodia fee inquiry in phnom penh sample_10,fee_inquiry,"Open pricing or transfer preview to see service charges in advance. Card, ATM, or cross-border actions may have different fees.",en,mobile,synthetic_seed_cambodia
how to transfer 250 riel using acleda for invoice settlement in kampot cambodia knyom,fund_transfer,"Start a new transfer from the Payments section and verify beneficiary details carefully. Approve the transaction using your security step. For transfer 250 riel, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
recipient not received transfer yet why,transaction_status,"Check transaction history to see whether the payment is pending, completed, or failed. Some transfers update after clearing windows. For recipient not received, keep your notifications on so you can confirm the next update quickly.",en,mobile,asia_custom
cambodia account opening in phnom penh sample_4,account_opening,You can open a new account online through the onboarding flow. Keep your ID and phone number ready before starting.,en,mobile,synthetic_seed_cambodia
card declined at night market in battambang cambodia at morning ban te case 151,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,asia_research_qa2016
cambodia fee inquiry in phnom penh sample_11,fee_inquiry,The app displays applicable charges during checkout and transfers. Please verify fee details before final submission.,en,mobile,synthetic_seed_cambodia
how to transfer 120 riel using bakong for invoice settlement in kampot cambodia ban te,fund_transfer,"Choose Transfer, select the recipient, and enter the amount. Confirm with OTP or biometric verification to finish securely.",en,mobile,asia_research_qa2016
how to open digital savings account in siem reap cambodia without branch visit som help case 130,account_opening,New account registration is available digitally with quick KYC checks. Follow each step and review your information before submitting.,en,mobile,asia_research_qa2016
pending transaction too long in surabaya indonesia for school fee tolong case 30,transaction_status,"You can view real-time transaction progress in the app activity tab. If it remains pending too long, contact support with the reference ID. For pending transaction too, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,asia_research_qa2016
how to top up wallet with khqr in phnom penh cambodia via web banking nis,wallet_topup,"Go to Wallet Top Up, choose funding source, and confirm securely. Check card limits if the top up does not complete.",en,mobile,asia_research_qa2016
show current and available balance for account used at night market in siem reap cambodia nis,balance_inquiry,"Your balance is shown on the dashboard under Accounts. If the amount looks old, wait a moment and sync again.",en,mobile,asia_research_qa2016
