text,intent,response,language,channel,source
does the card you sent have a tracking number,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
my card hasn t arrived in the mail yet i ordered it two weeks ago what can i do,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For card hasn arrived, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
maximum how many days get the courier,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
is there a reason my new card hasn t arrived yet,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For there reason new, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
i ve been waiting a while for my card is there a way to know when it will arrive,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For been waiting while, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
how can i track my card s delivery,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For track card delivery, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
can i track the card that was just sent to me,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
if i ordered my new card last week how much longer should i wait to receive it,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For ordered new card, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
what s go on where is my new card,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
where is my new card if i haven t received it yet,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
where is my card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
can you tell me why i haven t received my new card yet,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For you tell why, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
is there a way to track my card,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For there way track, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
is there a way to track the new card you sent me,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For there way track, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
i m still waiting for my card,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
what do i need to do to get my new card which i have requested 2 weeks ago,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For get new card, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
what is the solution of this problem,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For the solution problem, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
could i get tracking on the card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
can you help me track my card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For you track card, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
shouldn t my new card be here by now,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
is there a reason my new card hasn t arrived,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
i would like to track a card sent to me how do i do that,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
is there a tracking number for the card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
can you share card tracking number,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For you share card, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
i have not received my card and it s been a week what do i do,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For have not received, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
is there a way i can check on the card on route to me,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
when will my new card arrive,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
why haven t i received my new card yet,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
what is the expected delivery date of my card,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
my card hasn t came in the mail yet,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For card hasn came, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
i haven t received my card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
is it possible for me to track the card is was mailed to me,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For possible for track, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
when will my new card be delivered,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i was issued a card about a week ago why hasn t it come in yet,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
can you please tell me where my card is i ordered it 2 weeks ago,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i still haven t received my card in the mail,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For haven received card, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
i m still waiting for my card that was issued a week ago what should i do,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i still haven t gotten my new card when will it get here,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For haven gotten new, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
do you have a tracking number for the card i was sent,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For you have tracking, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
how do i track the card you sent to me,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
is my new bank card on the way and is there a way to track it,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
could you send me and up date on the arrival of my card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
how long does it take to recieve my new card,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
my card has not come in the mail yet,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For card has not, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
what s the card you sent me s tracking number,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For the card you, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
i havent got my card,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For havent got card, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
why hasn t my card arrived yet,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For why hasn card, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
i thought i would have received my new card at this point,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For thought would have, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
how long until my new card gets here,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For long until new, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
how much longer until i get my new card,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
am i able to track a card that has already been sent,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
is it possible to track the card you sent me,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
how long will it be to get this new card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For long will get, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
how can i track card you sent,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For track card you, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
can the card was sen to me be tracked,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For the card was, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
why have i not got my new card,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i need to track the card sent to me,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For track the card, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
it s been two weeks and i haven t gotten my card what do i do,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For been two weeks, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
i was expecting my new card by now,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
where is the tracking number for the card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
i was issued a new card a week ago but still haven t received it how long will it be until i receive it,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For was issued new, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
can i track the card that you sent me in the mail,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
can you tell me if i can track the card you sent me,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
why have i not gotten my new card,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i m still waiting on my new card to be delivered,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
my new card isn t here and it was issued a week ago,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
i was supposed to receive my new card by now but it hasn t came in,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For was supposed receive, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
is a tracking number available for the card that was just sent,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For tracking number available, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
why haven t i gotten my new card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
was there a number to track that i could get,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
how much longer is it going to take to get my new card,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For much longer going, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
i haven t gotten my credit card in the mail,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For haven gotten credit, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
my card hasn t arrived yet what do i do,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For card hasn arrived, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
my card still hasn t arrived after two weeks now what,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
my card appears to have never arrived,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
my card never arrived,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i can t use my card because it is not working,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For use card because, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
i can t seem to be able to use my card,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
my card isn t working at all i need assistance it s really frustrating,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For card isn working, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
can you tell me what the problem with my card is it was declined at a restaurant today,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For you tell the, make sure your profile and security settings are up to date to avoid delays.",en,mobile,banking77_local
how do i fix a broken card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
my card was working but now it doesn t,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
i cannot seem to use my card,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost.",en,mobile,banking77_local
i think my card is broke it s not working anymore,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i have not been able to use this card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status. For have not been, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
what do i do if i accidentally broke my card,card_issue,"For declined or damaged cards, go to card management in the app. You can request a replacement and track delivery status.",en,mobile,banking77_local
how come my card doesn t work anymore,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
for a week now i have tried to use my card and it is still not working,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
my actual card isn t functioning,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
i can t get the card itself to work,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For get the card, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
what should i do if my card doesn t work,card_issue,"Open Card Support to freeze, unblock, replace, or troubleshoot card problems. Use instant freeze first if the card is lost. For should card doesn, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
why won t my card work,card_issue,"Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates. For why won card, review the latest status in your app history and use the provided reference when contacting support.",en,mobile,banking77_local
my card will not work,card_issue,Card issues are handled from the support section with guided actions. Keep your alerts enabled for card security updates.,en,mobile,banking77_local
