text,intent,response,language,channel,source
why hasn t the transaction i did to my friend arrive yet,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why have i been charged a fee for cash withdrawal,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i see money go out that i didn t withdraw,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i think somebody made an unauthorized copy of my card my account has a cash withdrawal for 500 that i did not make please help,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
what should i do if my card doesn t work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
why could my transfer have been declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why am i being charged extra when i withdrew money,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
how long do transfers take i sent money to a friend who needs it urgently it s been hours and has not gone through,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
i got a message that i cannot name x as a beneficiary,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
hello i randomly got charged an extra fee today as i was shopping online and i have no idea why are there extra fees for card payments or am i missing something here,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
a wd was just made on my account but it was not me and i still have my card what to do,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
how long does it take to recieve my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
can you please explain why my beneficiary is not allowed,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
my card won t work right now,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
there s a payment in my history i don t recognize,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
my card doesn t work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
what s up with the extra fee i got,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
why hasn t my transaction completed,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
my app shows a payment i didn t make,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i hope you can help me someone has stolen my wallet and now i have noticed that they have been taking money from my account,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
why did i get declined transfer,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why was i charged an extra fee when using the card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
where is my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
declined transfer not completed,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
my netflix subscription says that there is an issue with my card information but i thought everything was fine why would it be declined,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
loan approval time,loan_info,Loan options and eligibility can be reviewed in the Loans section.,en,mobile,regional_aug
my card seems to not be working at all,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
i don t know if i made this payment on my card,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
can you track my card for me,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
out of the blue my card stopped working,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
transfer was declined could not complete request,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
my transfer was rejected,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why do i have a strange payment on my statement,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i didn t get cash from an atm but the app says i did,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
how to open new savings account,account_opening,You can open an account online by completing the onboarding steps.,en,mobile,regional_aug
a withdrawal is showing that i don t recognize,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
how long until my friend receives my transaction,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
do you charge for cash withdrawals i want to get my hands on my own money and you appear to be charging me for the pleasure why is this you d never get this with my high street bank,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
can you please identify the problem with my bank card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
the day before yesterday i performed a transfer within the country it still has not completed can you check on that the account number is definitely correct as i ve checked,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why am i charged a fee when using my debit or credit card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
i made a cash withdrawl and there is a charge what is this,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
why am i being a charged for using my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
is a tracking number available for the card that was just sent,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
what is the expected delivery date for my card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
are there atm fees,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
payment i did not make,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
why my kyc rejected,kyc_verification,KYC verification requires identity details and document confirmation.,en,mobile,synthetic_seed
why am i unable to transfer money when i was able to before,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
i saw i was charged extra for money i withdrew,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
my transfer to another account was not allowed why is that,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
i don t understand why i was charged an additional fee for this service can you clarify,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
i didn t see any reason why my transfer was declined what gives,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
how can i check how much free spending i have left i have some big purchases coming up and want to know where i can look for any info,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
there is a cash withdrawal on my statement that i did not make,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i did not make this card payment,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i m trying to purchase crypto via the app i haven t been able to get it to go through am i doing something wrong,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
on my transfer there was a decline message,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
i keep getting an error message when i m trying to transfer funds why aren t you accepting that,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
why would i be charged a fee for card payment,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
could i get tracking on the card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
why can t you allow my beneficiary,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
why are fees charged for cash withdrawals i went to withdraw some money earlier today after shopping there s a new fee that there,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
pay electricity bill in app,bill_payment,"Bill payments are available in Payments and Bills, including recurring setup.",en,mobile,synthetic_seed
there are some card payments that i haven t done myself what is going on with my card and does somebody else have access to my card,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i think my card is broken,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
i tried to make a transfer but it was declined can you tell me why,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
it declined my transfer,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why did i get charged a fee i thought it was free,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
what is the reason my transfer was declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
when will i recieve my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
why did i have to pay extra because i paid with card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
i noticed a different charge while i was taking my money out,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
am i charged more for using the atm,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
there are a couple payments with my card in the app i see that i didn t create what is happening maybe someone gained access to my account,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
why is my card not working anymore,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
my beneficiary is unable to transact,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
i would like to know why my transfer was declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
i don t have my card in 1 week should i be worried,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
why are my transfers and purchases keep getting declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
there is unexpected money in my account,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
how much longer until i get my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
what are these fees i am paying,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
are there any restrictions causing my transfer to be declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
what is this cash withdrawal i don t recognize,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i ordered a card and i still haven t received it it s been two weeks what can i do,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
i was charged a fee with my cash withdrawal that i shouldn t have been charged,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
help me my card doesn t work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
why am i being charged for getting cash,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
how to track the card you sent,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
it seems i ve suddenly been charged for my recent atm cash withdrawal what s up with that i though withdrawals are free you never charged me so far,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
there are a couple payments with my card shown in the app that i really didn t make myself what s happenning with this does someone has access to my card,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
why did i have to pay an additional amount when using my card to pay,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
my transfer to a beneficiary did not go through why,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
when i submit a transfer it is being declined the information i put in has been reviewed,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why wasn t my payment to beneficiary x approved,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
what is this extra fee,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
what is the main reason of this problem,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
can you tell me why i haven t received my new card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
is there a fee for paying by card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
tell me why i was charged more with my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
am i eligible for quick loan,loan_info,Loan options and eligibility can be reviewed in the Loans section.,en,mobile,synthetic_seed
i was making a purchase and it was declined and i wanted to know why,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why was there an extra charge because i used my card to pay,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
why has my transfer been declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
i am just waiting for the transaction to be completed,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
there is a strange payment on my card,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i withdrew money and got a fee please explain,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
what s the reason my new card hasn t come,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
can you explain why i am now getting charged a fee for using my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
show my aba account balance,balance_inquiry,You can check your latest balance in the app dashboard under Accounts.,en,mobile,regional_aug
the account transfer i was trying to do failed,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
it s been a week since you sent my card and i still don t have it,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
today i noticed a charge for an atm withdrawal on my account can you please fix this it s supposed to be no charge,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
when will my funds transfer,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
how much money can i withdraw before fees i noticed a fee on my card but i didn t think i had hit the limit of how much i could withdraw in a month,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
what do i do with my decline message on a transfer,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
i saw on the app that a cash withdrawal was completed on my account however i did not complete it,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
hi yesterdays i was unable to do online shopping as it was getting declined today i am facing the same issue please help me in this respect,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why couldn t i do a transfer to a beneficiary,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
i m concerned about a payment that has recently been made on my card i do not recognize the name that the transaction went to can you help me,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
my money didnt go through after i transferred,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
my app is showing a cash balance that i did not receive,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
there is a fee on my account why,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
i tried to buy something online yesterday but it wouldn t stop saying declined tried again today but same thing happened what s broken,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
did you start charging for cash withdrawals i thought it was free so far but noticed suddendly there is a fee how much do i need to pay,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
there was an extra fee on my account when i got cash,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i just noticed my transfer was declined and i don t know why can you help me,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
there is a payment that is not mine in the app please advise,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i had everything lined up to make a transfer and then it rejected it,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
i have been charged an extra fee when buying from your store why is this,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
can you tell me why i was charged to withdraw cash,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
is there a way to know when my card will arrive,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
was charged an atm fee despite it being a small withdrawal on the 1st day of the month i thought i was allowed 200 per month,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
my card shows a cash withdrawal i don t recognize,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i can t see if the transfer i did a couple days ago is in my account yet i double checked my info before sending too can you check this,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
how come my transfer declined,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
can you tell me what this cash withdrawal is,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
a payment shows up on the app that i never made,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
how can i get my physical card to work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
what s the tracking on the card you sent,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
why did my account decline a incoming transfer,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
have you sent out my card yet,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
could you send me and up date on the arrival of my card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
can you tell me if i can track the card you sent me,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
open savings account online,account_opening,You can open an account online by completing the onboarding steps.,en,mobile,synthetic_seed
how do i check security settings on my card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
can you explain why i was charged extra when i used the card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
i set up a payment to a new payee and sent some money but the person i m sending it to has not received it can you check where the money is,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
the app shows a withdrawal that i did not make or authorize,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
what are the reasons for my beneficiary not being allowed,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
can i get an update on my replacement card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
i want to transfer money to a beneficiery why can t i,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
why was i charged an extra fee from the atm,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i paid with card and i think there was a fee applied,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
i made a transfer for my rent payment about 2 days ago but my landlord hasn t received it yet it shows as done on my side and i ve double check all account numbers and they are correct can you verify that the transaction was actually made,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
there are a couple of payments with my card shown in the app that i really didn t make myself what s going on with this,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i ve tried numerous times to submit a transfer of funds why isn t it going through,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
why was i charged extra when paying with card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
beneficiary transfer problems,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
the app says i made a cash withdrawal that i didn t make,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i think my statement has a fraudulent charge,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
i was made to pay a fee for making a transaction with card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
i didn t get cash from an atm but according to the app a transaction was made when i didn t make it,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
hello my transfers are getting failed continuously in spite of the fact that all the recipient details are correct please advise,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
why hasn t my card been delivered,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
can you please tell me where my card is i ordered it 2 weeks ago,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
can i track the card that was just sent to me,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
there are some strange charges on my card that i didn t make from a few days ago is my card stolen and if so should i cancel it will i get refunded the charges,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
the day before yesterday i transferred funds to another account within the country the funds have not yet arrived i double and triple checked the account number and it was correct why hasn t the transfer been completed yet,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
can you tell me why i was charged extra when i withdrew money,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
i wasn t able to use my card today when i went out for lunch wondering why that is,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
is there something blocking me from making transfers,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
something s wrong my card won t work,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
how do i freeze my bank card as there has been a strange withdrawal,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
what is the tracking number for my card that was mailed,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
there is an unauthorized payment in my statement,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
my truemoney balance please,balance_inquiry,You can check your latest balance in the app dashboard under Accounts.,en,mobile,synthetic_seed
why is there some cash that i did not deposit in my account,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
what do i need to do to get my new card which i have requested 2 weeks ago,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
why hasn t the transaction i did arrive yet,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
there is a strange card payment i don t recognise,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
trouble transferring transaction contact for help,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
do i get charged for withdrawals,cash_withdrawal,You can withdraw cash using card-enabled ATM services supported by your account.,en,mobile,banking77
how can i check on the delivery status of my card,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
if i see a payment in the app that i don t recognize what should i do,fraud_report,Please report the suspicious transaction immediately and lock your card for safety.,en,mobile,banking77
what is the reason for that,card_issue,"For card issues, please open Card Support to freeze, replace, or troubleshoot.",en,mobile,banking77
i got declined when attempting a transfer,transaction_status,You can track the latest transaction status in your transaction history.,en,mobile,banking77
a transfer to my account was denied,wallet_topup,Wallet top up is available through linked bank card or bank transfer options.,en,mobile,banking77
will i always be charged a fee for using my card,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
unbeknownst to me there was an additional charge on my prior transaction a notification of sorts should be required and explained before future payments are made,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
for the first time i got a fee on my account how do i know when you charge these fees,fee_inquiry,Fees depend on account plan and transaction type. Check fee preview before confirmation.,en,mobile,banking77
